activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2252.0,48010.0,1872.0,-78.895607,-82.206031
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2094.0,47811.0,1876.0,-78.476852,-83.153244
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2089.0,47618.0,1809.0,-78.79277,-81.957412
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2173.0,47942.0,2148.0,-78.803154,-83.138046
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
